ball,score,commentary
32.4,0,"Cottrell to DM de Silva, no run, short and into the body, defended again with a little hop"
32.3,0,"Cottrell to DM de Silva, no run, fuller and on the stumps. Defended down the pitch."
32.2,1,"Cottrell to MDKJ Perera, 1 run, slower ball, on the pads. I think KJP misses with his prod, and they run a legbye. There's a half-hearted appeal as well, but that's going down leg probably."
32.1,0,"Cottrell to MDKJ Perera, no run, full and on the stumps, drilled straight to mid on"
31.6,0,"Holder to DM de Silva, no run, short and wide, DdeS attempts an unconvincing cut - doesn't really commit to the shot. As a result, he misses."
31.5,1,"Holder to MDKJ Perera, 1 run, shortish, and a little wide. KJP plays a rapid cut shot. Doesn't quite connect as he wants, but beats point for a single."
31.4,1,"Holder to DM de Silva, 1 run, shortish and into the body, pulled away firmly to fine leg"
31.4,1,"Holder to DM de Silva, 1 wide, short, but way too short. Flies high over DDeS' head and a wide is signalled."
31.3,0,"Holder to DM de Silva, no run, back of a length on off stump. Defended under the eyes."
31.2,1,"Holder to MDKJ Perera, 1 run, length ball on off stump. Pushed towards the covers, and it's far enough away from the fielder there to enable a single."
31.1,1,"Holder to DM de Silva, 1 run, starts off with a ball into Dhananjaya's ribs. He rides the bounce again, and fends it towards square leg. It's a gap so they can take one."
30.6,0,"Joseph to MDKJ Perera, no run, fuller, and on the stumps. KJP turns this towards leg but can't beat midwicket."
30.5,0,"Joseph to MDKJ Perera, no run, short of a length, straightening a touch off the seam, and it hits KJP in the thigh guard. Dribbles away to leg."
30.4,1,"Joseph to DM de Silva, 1 run, fuller delivery on the pad, leans over and flicks it to deep square leg where the fielder has a bit of work to do. De Silva wants the second but KJP not into it."
30.3,0,"Joseph to DM de Silva, no run, length ball on the stumps, bunts this into the legside, where Pollard fields it at midwicket."
30.2,0,"Joseph to DM de Silva, no run, another one up at the chest. A little hop from Dhananjaya this time as he plays it down, under his eyes"
30.1,0,"Joseph to DM de Silva, no run, short ball, chest high. Dhananjaya is up on his tiptoes riding this nicely. Deflects it towards point."
29.6,1,"Cottrell to DM de Silva, 1 run, banged in half way and around his hip, gets on top of it and nudges it towards square leg for one"
29.5,1,"Cottrell to MDKJ Perera, 1 run, full and angled in tickled to short fine leg's right for one"
29.4,0,"Cottrell to MDKJ Perera, no run, length on off, better line, Perera still opens the face and steers it to backward point's left"
29.3,0,"Cottrell to MDKJ Perera, no run, length outside off, Perera guides it straight to backward point, would have liked to have done more with that"
29.3,1,"Cottrell to MDKJ Perera, 1 wide, slower one, full and sliding down the leg side"
29.2,1,"Cottrell to DM de Silva, 1 run, length and angled across, steered to third-man"
29.1,0,"Cottrell to DM de Silva, no run, short and angled away, gets on top of it as he defends to point"
28.6,1,"Joseph to DM de Silva, 1 run, length and on the pads, tucked away to deep square leg to get off the mark"
28.5,0,"Joseph to DM de Silva, no run, length around off, hangs back and defends. Will he throw a full, wide one to him as well?"
28.5,1,"Joseph to DM de Silva, 1 wide, length and slides way down the leg side, good take from Hope diving to his left"
28.4,0,"Joseph to DM de Silva, no run, length around off, Dhanajaya also likes hanging back, on his toes as he defends a quick one"
28.3,7,"Joseph to Mathews, OUT, full and swinging away a touch, Mathews follows it with his hands and there's a massive appeal as he's seemingly beaten. There was a noise but could have been bat hitting ground, West Indies review, however. And it's an excellent review, replay confirms that it took the bottom edge and Joseph, who has been quite wayward strikes again as West Indies continue to chip away. This is beautifully poised as the players take drinks"
28.2,4,"Joseph to Mathews, FOUR runs, full, fast and angled in but slides down the leg side, Mathews tickles it fine and earns four"
28.1,0,"Joseph to Mathews, no run, length around off, Mathews likes to hang back, defends from his comfort zone"
27.6,1,"Cottrell to Mathews, 1 run, length on the pads, Mathews nudged it to the leg side after going deep in his crease as they set off for a single, could have been close with a direct hit at the non striker's but the fielder misses"
27.5,1,"Cottrell to MDKJ Perera, 1 run, length and angled in, tucked away through square leg for one"
27.4,4,"Cottrell to MDKJ Perera, FOUR runs, short and wide, where Perera likes it and hammers a cut shot past point's right for four"
27.3,4,"Cottrell to MDKJ Perera, FOUR runs, slower one, angled in, tickled fine past the short fine leg's right, the fielder chases and gets there but is a little lazy to bend and it trickles into the boundary"
27.2,0,"Cottrell to MDKJ Perera, no run, shorter and angled in, tucked away to square leg"
27.1,0,"Cottrell to MDKJ Perera, no run, length on middle, stands tall and defends"
27.1,1,"Cottrell to MDKJ Perera, 1 wide, length and angled in, slides down the leg side"
26.6,7,"Walsh to Mendis, OUT, classic legspinner's dismissal, to a full toss! How often have we seen this happen? A juicy full toss around off asking to be hit, but instead of the controlled option of going through the off side, Mendis looks to drag it over the leg side and doesn't make good enough contact offering a simple catch to mid-on and West Indies, who looked down and out, a lifeline"
26.5,0,"Walsh to Mendis, no run, full outside off, comes forward and defends"
26.4,4,"Walsh to Mendis, FOUR runs, freebie, full toss outside off, Mendis just leans into it and gives it direction through extra cover, beats the sweeper to his right"
26.3,1,"Walsh to MDKJ Perera, 1 run, length on middle, Perera looks to take him on, sweeps it along the ground to deep square leg"
26.2,1,"Walsh to Mendis, 1 run, full toss outside off, Mendis pushes it to long-off for one"
26.1,1,"Walsh to MDKJ Perera, 1 run, full outside off, crunches a drive to mid-off but he cuts if off to his right"
25.6,0,"Chase to Mendis, no run, length and angled in, defended to midwicket"
25.5,0,"Chase to Mendis, no run, "
25.4,6,"Chase to Mendis, SIX runs, breaks the shackles in style! Tossed up around middle, Mendis skips down and lofts him over his head making great connection as he clears the staight boundary with ease"
25.3,1,"Chase to MDKJ Perera, 1 run, tossed up around off, pushed to long-off for one"
25.2,4,"Chase to MDKJ Perera, FOUR runs, full around off and Perera brings out the reverse sweep, makes good connection, bisecting short third man and point even though it was aerial"
25.1,0,"Chase to MDKJ Perera, no run, full and angled in, pushed to midwicket"
24.6,0,"Joseph to Mendis, no run, another really full one outside off, squeezed out into the off side"
24.5,0,"Joseph to Mendis, no run, attempted yorker on middle, defended into the leg side by Mendis, dot balls building pressure"
24.4,0,"Joseph to Mendis, no run, shorter and angled in, Mendis is hurried for pace as he goes for the pull, gets a bit of an edge back on to his body but well short of the keeper"
24.3,0,"Joseph to Mendis, no run, length and angled in, stays back and pushes it to midwicket"
24.2,1,"Joseph to MDKJ Perera, 1 run, short around the hip, helped along the ground to deep square leg for one"
24.1,0,"Joseph to MDKJ Perera, no run, "
23.6,0,"Chase to Mendis, no run, tossed up outside off, Mendis is drawn forward and beaten as it goes straight on with the arm. The keeper whipped off the bails and they have gone to the third-umpire to check whether Mendis dragged his backfoot out. No problem there, the backfoot was grounded and never dragged out"
23.5,0,"Chase to Mendis, no run, a little short, Mendis goes back and defends to midwicket"
23.4,0,"Chase to Mendis, no run, tossed up around off, Mendis pushes it to midwicket with the spin"
23.3,1,"Chase to MDKJ Perera, 1 run, short outside off, cut hard but straight to cover-point who fumbles and allows one"
23.2,0,"Chase to MDKJ Perera, no run, full on off, defended"
23.1,1,"Chase to Mendis, 1 run, a little short and angled in, Mendis helps it along to deep backward square leg for one"
22.6,1,"Joseph to Mendis, 1 run, full and angled in, Mendis flicks it neatly off his pads to deep square leg for one"
22.5,0,"Joseph to Mendis, no run, full and tailing in a touch, Mendis was falling over a little as he flicked that to midwicket"
22.4,0,"Joseph to Mendis, no run, length on the stumps this time, opens up a little and defends to the leg side"
22.3,0,"Joseph to Mendis, no run, length around off, it's a line that troubles most batsmen but Mendis in particular, who is caught on the crease as it leaves him a touch and beats the bat"
22.2,1,"Joseph to MDKJ Perera, 1 run, length on the pads, tucked away to square leg for one"
22.1,0,"Joseph to MDKJ Perera, no run, length angled across, Perera swings wildly across the line and misses as the ball goes under his bat"
21.6,0,"Chase to Mendis, no run, full on middle, pushed to midwicket"
21.5,1,"Chase to MDKJ Perera, 1 run, shorter and wider outside off, Perera cuts and gets a single as Keemo Paul at point lets it through"
21.4,0,"Chase to MDKJ Perera, no run, tossed up on off, driven to cover"
21.3,1,"Chase to Mendis, 1 run, full around off, skips down, gets to the pitch and works it with the spin through midwicket"
21.2,1,"Chase to MDKJ Perera, 1 run, tossed up around off, upishly pushed past the bowler and down to long-off for one"
21.1,1,"Chase to Mendis, 1 run, full and angled in, driven to long-on for one"
20.6,0,"Joseph to MDKJ Perera, no run, length outside off, takes half a step forward and defends into the covers"
20.5,0,"Joseph to MDKJ Perera, no run, fullish around off, Perera pushes it back to the bowler"
20.4,1,"Joseph to Mendis, 1 run, length around off, hurries on as he opens the face and steers it to third-man"
20.3,4,"Joseph to Mendis, FOUR runs, full outside off, Mendis leans into it confidently and caresses it through the covers to get off the mark in style"
20.2,0,"Joseph to Mendis, no run, "
20.1,7,"Joseph to Fernando, OUT, strangle down the leg side? Yes, and that's terribly unlucky for Avishka Fernando who played a superb knock and looked good for a lot more than fifty. It was angled in, he instinctively looked to glance it fine but only managed a thin edge down the leg to Shai Hope as Joseph keeps West Indies in the hunt with a timely strike"
19.6,0,"Holder to MDKJ Perera, no run, fullish, and on off stump. KJP opens the face again, but this time there's not a lot of power in the shot and point stops the single."
19.5,1,"Holder to Fernando, 1 run, into the waist from Holder. Avishka just bunts this into the legside infield, where there is plenty of space, and jogs through for the single that takes him to 50. Has played some electric strokes."
19.4,1,"Holder to MDKJ Perera, 1 run, tighter into the stumps from Holder this time. KJP opens the face and squirts it past point for a single"
19.3,4,"Holder to MDKJ Perera, FOUR runs, full again, wide again, KJP steps out and throws himself into that drive again. This time he hits it slightly squarer and pierces that gap. The ball scorches its way to the boundary between mid off and cover."
19.2,0,"Holder to MDKJ Perera, no run, fuller and wider and KJP launches this down the ground, getting a pretty good connection. Straight to mid off though."
19.1,0,"Holder to MDKJ Perera, no run, length ball pitching on about middle, and angling across. KJP just plays this back to the bowler."
18.6,1,"Paul to MDKJ Perera, 1 run, into the hips, turned down to fine leg for a single"
18.5,0,"Paul to MDKJ Perera, no run, fuller, and outside off stump. KJP goes for a big shot down the ground, but collects only fresh aire"
18.4,1,"Paul to Fernando, 1 run, back of a length on the body again from Paul. Avishka turns it to square leg."
18.3,1,"Paul to MDKJ Perera, 1 run, fullish and on the pads, works this towards midwicket to get off the mark"
18.2,0,"Paul to MDKJ Perera, no run, length ball on the stumps. Defends his first delivery."
18.1,1,"Paul to Fernando, 1 run, Length on the stumps, tucked away to deep square leg."
17.6,7,"Holder to Karunaratne, OUT, no doubts this time. This was tighter into the stumps, and again Karunaratne is playing a shot, pushing away from his body, trying to find the gap between cover and point. Holder's height and the little extra bounce that he's getting, though, has troubled him all over, and this is no exception. This time he gets a discernible edge through. Hope takes the ball above his head, and Holder has the breakthrough! He's understandably ecstatic."
17.5,0,"Holder to Karunaratne, no run, given out caught behind and Karunaratne immediately reviews. Again its back of a length, and again its wide of off stump. Karunaratne plays that big cut again, and doesn't connect like he wants to flies through to the keeper. Both Hope and Holder are up in a huge appeal, though, and after a couple of seconds, the umpire gives this out. No wonder Karunaratne reviewed straight away. Ultraedge suggests he didn't touch it."
17.4,0,"Holder to Karunaratne, no run, back of a length outside off. Dimuth punches it to cover."
17.3,0,"Holder to Karunaratne, no run, length ball, takes off a little off the deck. It's wide of the stumps, so Karunaratne tries to flay this through the offside, but the extra bounce has taken it over his shot."
17.2,1,"Holder to Fernando, 1 run, manages to connect nicely this time, and does succeed in getting it to third man"
17.1,0,"Holder to Fernando, no run, short of a length ball on the stumps, Avishka leans back and tries to deflect this towards third man, but only gets an under edge. It passes over the stumps and drops short of the keeper though."
16.6,1,"Paul to Fernando, 1 run, length on the stumps again, clipped to the deep midwicket fielder"
16.5,0,"Paul to Fernando, no run, length on the pads, turned straight to square leg"
16.4,2,"Paul to Fernando, 2 leg byes, length ball, on the stumps, and Avishka plays a weird on drive and misses. It hits him on the thigh guard and Paul appeals, but that's probably too high and sliding down. They jog leg byes"
16.3,1,"Paul to Karunaratne, 1 run, driven towards deep cover"
16.2,1,"Paul to Fernando, 1 run, thigh-high delivery on the stumps. He clips this square on the legside and gets it between midwicket and square leg for one."
16.1,0,"Paul to Fernando, no run, length ball on the stumps, Avishka turns the bat slightly and pushes it to midwicket"
15.6,4,"Holder to Karunaratne, FOUR runs, that's lovely! In between the plays and misses, there have been some sumptuous pieces of timing from Dimuth as well. This is full and on about off stump. He just leans into a checked on-drive, and makes such a sweet connection that a diving mid on can't touch it. He brings up his fifth career fifty with that."
15.5,0,"Holder to Karunaratne, no run, length ball angled across again. Dimuth again offers a shot - not a very expansive one - and misses once more"
15.4,0,"Holder to Karunaratne, no run, length ball on the stumps, Dimuth just plays this back down the pitch"
15.3,1,"Holder to Fernando, 1 run, short and on the stumps. Avishka has made room though, and he's opened his bat to hit this backward of point for a single."
15.2,1,"Holder to Karunaratne, 1 run, a streaky single down to third man brings up SL's 100. Again the ball is wide and angled across him. Again he plays an expansive drive. The outside edge flies down to third man."
15.1,0,"Holder to Karunaratne, no run, length ball, angled across Dimuth. He tries to hit it through the covers but plays and misses."
14.6,1,"Paul to Karunaratne, 1 run, short of a length outside off. Karunaratne uses the angle to his advantage and helps it on its way towards third man by opening the face."
14.5,1,"Paul to Fernando, 1 run, short of a length, and Avishka goes back to bunt this into the midwicket region, where there's plenty of space"
14.4,1,"Paul to Karunaratne, 1 run, floated up just wide of off stump, Karunaratne tries to clip this hard through midwicket. Hits it straight to midwicket, but a fumble allows the single"
14.3,1,"Paul to Fernando, 1 run, full and on the stumps again, clipped to the deep midwicket region for a single"
14.2,0,"Paul to Fernando, no run, length ball on the pads, defended straight to Pollard at short midwicket"
14.1,1,"Paul to Karunaratne, 1 run, length ball outside off, single down to long off"
13.6,1,"Chase to Karunaratne, 1 run, yet another close call for Dimuth! He comes down the track and tries to loft this back over Chase's head. Doesn't quite get to the pitch though, and although he hits it hard, doesn't get the elevation. Chase has to react quickly and almost gets both hands to the ball, but can't hold on. Only a half-chance really. But WI have had a few of those."
13.5,1,"Chase to Fernando, 1 run, flat and on middle stump, swept nicely this time to deep square"
13.4,1,"Chase to Karunaratne, 1 run, another one floated up to the toes. Driven to long on"
13.3,1,"Chase to Fernando, 1 run, fired in full outside off, driven to long off for one"
13.2,0,"Chase to Fernando, no run, shorter, and flatter, turning into off stump. Avishka tries to sweep but doesn't connect very well"
13.1,1,"Chase to Karunaratne, 1 run, floated up into the pads, clipped towards square leg for a single"
12.6,1,"Joseph to Karunaratne, 1 run, closer to the stumps, and slightly short. Dimuth squeezes it to third man, who's standing pretty square."
12.5,0,"Joseph to Karunaratne, no run, wider of the stumps now, and Dimuth tries to cut. But he misses."
12.4,0,"Joseph to Karunaratne, no run, back of a length again, but a little fuller than the last one. Karunaratne pulls once more, but can only hit it with the under edge, and he doesn't beat midwicket"
12.3,4,"Joseph to Karunaratne, FOUR runs, Karunaratne has pulled beautifully today. Joseph drops short, Karunaratne rocks back, and nails it smoothly through midwicket"
12.2,0,"Joseph to Karunaratne, no run, short of a length, angled across Karunaratne. He cuts it straight to backward point."
12.1,1,"Joseph to Fernando, 1 run, back of a length outside off stump, runs this off the face of the bat to third man"
11.6,0,"Chase to Karunaratne, no run, West Indies have gone for the review, after the umpire ruled this not out. It's very close, I feel. So this is a gentle offbreak, pitching around middle, and straightening. Chase is coming around the wicket for Karunaratne, so the thing that could save the batsman is that the angle could be taking it down leg. In the end, that's exactly what saves him. The projection says umpires call on the impact with leg stump. Karunaratne survives another close one."
11.5,1,"Chase to Fernando, 1 run, flatter and pitched outside off stump, turning ever so slightly, Avishka gets it down to long on again"
11.4,1,"Chase to Karunaratne, 1 run, shortish, and outside the off stump, Dimuth rocks back and cuts it towards the sweeper"
11.3,1,"Chase to Fernando, 1 run, floated up, driven to long on for one"
11.2,0,"Chase to Fernando, no run, fired into the legs, he pushes this into the legside and thinks about the single, but the fielders are in too close"
11.1,1,"Chase to Karunaratne, 1 run, floated up, driven to mid off for a single"
10.6,0,"Joseph to Fernando, no run, length ball on the stumps, Avishka tries to slog this to leg, but gets and inside edge into his pads"
10.5,0,"Joseph to Fernando, no run, back of a length, on about off stump this time. Again Avishka opens the face and can't beat point."
10.4,0,"Joseph to Fernando, no run, into the midriff area again from Alzarri. Avishka just fends it away and it falls near his feet."
10.4,1,"Joseph to Fernando, 1 wide, down the legside"
10.3,0,"Joseph to Fernando, no run, "
10.2,0,"Joseph to Fernando, no run, full, on the stumps, pushed into the legside"
10.1,0,"Joseph to Fernando, no run, Short ball, at the body. Avishka tries to slam this cross-batted over the legside but mishits it and can only hit it to mid on with not a lot of power"
9.6,0,"Chase to Karunaratne, no run, length and angled in, Dimuth misses the flick but another great over for Sri Lanka who are well and truly on top"
9.6,4,"Chase to Fernando, 4 wides, full and thrown down the leg side, perhaps anticipating the charge, the batsman lets it through, it beats the keeper as they come through for three"
9.5,6,"Chase to Fernando, SIX runs, flatter one on middle and off and Fernando extends his arms, goes through the line and up and over the bowler's head to the safest part of the ground, clears the ropes comfortably"
9.4,1,"Chase to Karunaratne, 1 run, short this time and Dimuth punches it into the off side but can't pierce the field"
9.3,0,"Chase to Karunaratne, no run, tossed up around middle and off, Dimuth comes down and looks to go leg side, gets an inside edge onto pad"
9.2,1,"Chase to Fernando, 1 run, length and angling in, swept away to deep square leg's right for one"
9.1,0,"Chase to Fernando, no run, full on middle, defended into the leg side"
8.6,4,"Joseph to Karunaratne, FOUR runs, full on the pads this time and Dimuth capitalises again, flicks it uppishly but through the vacant midwicket region for four"
8.5,4,"Joseph to Karunaratne, FOUR runs, full outside off, West Indies continue feed them freebies, Dimuth pushes it with a straight bat without trying to hit it too hard and beats mid-off for four"
8.4,0,"Joseph to Karunaratne, no run, quick one, length on middle, Dimuth is hurried for pace as he misses the flick"
8.3,0,"Joseph to Karunaratne, no run, length outside off, Dimuth hangs back to defends this as it keeps a touch low"
8.2,1,"Joseph to Fernando, 1 run, length and angled in this time, Fernando controls the pull along the ground to deep square leg for one"
8.1,4,"Joseph to Fernando, FOUR runs, poor start, short and wide, Fernando stands tall and punches it through the covers and it races to the fence"
7.6,4,"Holder to Karunaratne, FOUR runs, full on the pads and Dimuth flicks it away through midwicket, the timing's good and that spoils a good over from Holder, story of the innings so far"
7.5,0,"Holder to Karunaratne, no run, length and angled across again, Dimuth flirts with an angled bat and is beaten again"
7.4,0,"Holder to Karunaratne, no run, length around off, pushed into the off side"
7.3,0,"Holder to Karunaratne, no run, length around off, pushed to backward point"
7.2,0,"Holder to Karunaratne, no run, length on the pads, pushed to square leg"
7.1,0,"Holder to Karunaratne, no run, length around off and angled across, beats the bat as Dimuth has a tentative poke, plenty of extra bounce again"
6.6,0,"Paul to Fernando, no run, length outside off, stands tall and punches it looking a million dollars but straight to mid-off"
6.5,1,"Paul to Karunaratne, 1 run, length on middle and leg, awkwardly chipped to mid-on's left for one"
6.4,0,"Paul to Karunaratne, no run, length on the pads, Dimuth misses the flick and is struck on the pad but the stifled appeal is immediately turned down"
6.3,1,"Paul to Fernando, 1 run, length and angled in this time, tucked away through square leg for one"
6.2,4,"Paul to Fernando, FOUR runs, another gift outside off, Fernando cuts it hard past point for four"
6.1,4,"Paul to Fernando, FOUR runs, length outside off, too much width and he climbs into it on the backfoot, punched through the covers for four"
5.6,1,"Holder to Fernando, 1 run, "
5.5,0,"Holder to Fernando, no run, length and angled in, pushed to midwicket"
5.4,4,"Holder to Fernando, 4 leg byes, ripper that rears up disconcertingly from a length, seems to have gloved it just over the wicketkeeper but the umpire signals leg byes"
5.3,1,"Holder to Karunaratne, 1 run, length outside off, opens the face and steers it to third-man"
5.2,0,"Holder to Karunaratne, no run, edged but falls short, it was angled across on a length, Dimuth was squared up and edged it but doesn't carry to first slip"
5.1,0,"Holder to Karunaratne, no run, length on middle and leg, bit of that extra bounce on view again as Dimuth defends with his bottom hand off the handle, Test match style"
4.6,0,"Cottrell to Fernando, no run, full on the pads, pushed to midwicket"
4.5,0,"Cottrell to Fernando, no run, full around off, blocked"
4.4,3,"Cottrell to Karunaratne, 3 runs, length and angling in, Dimuth is early into flick again as it seems to hold in the surface, balloons just over Darren Bravo at square leg, who seemed to have got his finger tips to it"
4.3,4,"Cottrell to Karunaratne, FOUR runs, length around off, Dimuth presses forward and chips it over mid-on who is quite a long-way in, it was a bit of a check drive but the timing was good"
4.2,0,"Cottrell to Karunaratne, no run, full outside off, Dimuth looks to drive but is beaten as the ball scoots along the turf through to the keeper"
4.1,1,"Cottrell to Fernando, 1 run, full on middle and leg, driven to mid-on's right for one"
3.6,0,"Holder to Karunaratne, no run, short and wide this time, lures Dimuth into another poke and beats the bat again. This one, to be honest, was a freebie"
3.5,0,"Holder to Karunaratne, no run, length around off and extra bounce makes an appearance again as Dimuth has to drop his bottom hand off the handle to defend it with control"
3.4,0,"Holder to Karunaratne, no run, length on the pads, tucked away to square leg"
3.3,0,"Holder to Karunaratne, no run, length around off, stands tall and defends back to the bowler"
3.2,0,"Holder to Karunaratne, no run, fuller and angled across, opens the face and defends to backward point's left"
3.2,1,"Holder to Karunaratne, 1 wide, this one's on a length but just as Pollard moved into the slips again, Holder sends this down the leg side"
3.1,0,"Holder to Karunaratne, no run, length and angled across, bit of extra bounce as Dimuth is drawn into a tentative poke and beaten"
2.6,0,"Cottrell to Fernando, no run, full on middle and leg, it was a freebie despite the hint of shape back in but Fernando misses the pick-up shot off his legs and is struck on the thigh pad again"
2.5,2,"Cottrell to Fernando, 2 runs, length outside off, stands tall and punches it between backward point and cover-point for a couple"
2.4,0,"Cottrell to Fernando, no run, length on middle and leg, hint of shape back in as Fernando misses the flick and is struck on the thigh pad"
2.3,3,"Cottrell to Karunaratne, 3 runs, goes full and outside off this time, Dimuth's dominant bottom hand drags the ball through square leg again as he looks to drive, only a single this time"
2.2,4,"Cottrell to Karunaratne, FOUR runs, short one and he is in position in a flash, picks it up over square leg with a well controlled pull shot that fetches him four"
2.1,0,"Cottrell to Karunaratne, no run, length outside off, Dimuth defends back as his bottom hand comes off the handle"
1.6,2,"Holder to Fernando, 2 runs, shorter length and angled in to cramp him up, Fernando chips it towards the vacant midwicket region for a couple"
1.5,4,"Holder to Fernando, FOUR runs, fuller outside off and Fernando goes up and over the off side this time, gets under it and finds the wide long-off fence on the bounce"
1.4,0,"Holder to Fernando, no run, length outside off, punched to backward point's right where Hayden Walsh puts in a dive to save what would have been four"
1.3,4,"Holder to Fernando, FOUR runs, length on the stumps, Fernando was ready for it and lofts it over mid-on, a short-arm jab and enough power and elevation for four"
1.2,0,"Holder to Fernando, no run, length and straighter this time, nicely behind it as he defends off the backfoot"
1.1,0,"Holder to Fernando, no run, length outside off, Fernando presses forward, opens the face and defends"
0.6,0,"Cottrell to Karunaratne, no run, shorter outside off, pushed into the covers"
0.5,2,"Cottrell to Karunaratne, 2 runs, full and angling in again, Dimuth presses forward and slightly across, gets another thick inside edge towards square leg for another couple"
0.4,2,"Cottrell to Karunaratne, 2 runs, full on the pads, Dimuth has tendency to fall over a little, flicks it off a thick inside edge through square leg for two"
0.3,1,"Cottrell to Fernando, 1 run, length and angled away, Fernando uses the pace and angle to guide it to third-man, who is quite square for the left-armer, for one"
0.2,0,"Cottrell to Fernando, no run, full one outside off, hint of shape back in for the left armer, pushed to mid-off"
0.1,0,"Cottrell to Fernando, no run, length outside off, angling away, Fernando has a flirt as it beats the outside edge"
49.6,2,"Udana to Paul, 2 runs, full and straight, drills it down the ground but the long-on does well with a tumbling stop to his left to keep them to two, but that's an excellent finish for West Indies"
49.5,4,"Udana to Paul, FOUR runs, full and in the slot this time, gets under it and generates immense power with just a flick off the wrists for another four, this time through deep midwicket"
49.4,4,"Udana to Paul, FOUR runs, slower one on middle, he goes down on one knee and swings hard, doesn't get all of it but the thick inside edge is good enough to fetch four through deep square leg"
49.3,1,"Udana to Walsh, 1 bye, slower one outside off, Walsh was early into his bat swing and missed it, but they come through for one"
49.2,4,"Udana to Walsh, FOUR runs, slower one, he was ready for it, walks right across and helps it past short fine-leg for another four"
49.1,1,"Udana to Paul, 1 run, full and wide, he goes deep in his crease and drills it along the ground to long-off"
48.6,2,"NLTC Perera to Walsh, 2 runs, full toss on the pads, picks it up wide towards deep square leg who has to get around to his right and that allows enough time for Walsh and Paul to complete two"
48.5,2,"NLTC Perera to Walsh, 2 runs, fuller this time, squeezed down the ground and they manage to come through for a couple"
48.4,6,"NLTC Perera to Walsh, SIX runs, full and in the slot and pays the price, Walsh gets under it and sends it sailing over long-on for six"
48.3,0,"NLTC Perera to Walsh, no run, yorker on leg stump, squeezes it back to the bowler"
48.2,1,"NLTC Perera to Paul, 1 run, full and wide, climbs into it and drills it to extra cover where the fielder makes a good stop, there's a bit of hesitation between the pair but a fumble from Mathews allows one"
48.1,2,"NLTC Perera to Paul, 2 runs, full and straight, makes room and pushes it down the ground for one"
47.6,4,"Udana to Walsh, FOUR runs, full toss outside off, the third-man's up and he squeezes it away from the outside half of the bat to find the fence square on the off side. Massive over for West Indies"
47.5,1,"Udana to Paul, 1 run, full toss outside off, pushed to deep cover for one"
47.4,4,"Udana to Paul, FOUR runs, slower one, picks it early, shuffles and goes deep in his crease and flicks it through square leg with control and power for four"
47.3,2,"Udana to Paul, 2 runs, "
47.2,0,"Udana to Paul, no run, "
47.1,6,"Udana to Paul, SIX runs, cracked over deep midwicket! Picked the slower one, was down on one knee, fetched it from outside off and swung it away flat and hard over deep midwicket"
46.6,2,"Pradeep to Walsh, 2 runs, another full toss, makes room and pushes this one between long-on and long-off for a couple"
46.5,1,"Pradeep to Paul, 1 run, full toss outside off, pushed to extra cover, they come through for a quick single"
46.4,7,"Pradeep to Holder, 1 run, OUT, attempted yorker, full and straight, chipped over the bowler off a leading edge, Holder wants to retain strike and turns for the second, his partner hesitates and by then they are stranded mid-pitch as there is a direct hit at the non striker's end, ending Holder's stay in the middle"
46.3,0,"Pradeep to Holder, no run, slower one, slightly shorter length and wide of off, Holder throws his hands at it but misses"
46.2,4,"Pradeep to Holder, FOUR runs, full outside off, misses the yorker and Holder drills this through extra cover, beats the diving long-off to his left"
46.1,0,"Pradeep to Holder, no run, full on the stumps, squeezed to point with an open face"
45.6,0,"Udana to Paul, no run, full toss outside off, pushed straight to cover"
45.5,0,"Udana to Paul, no run, "
45.4,0,"Udana to Paul, no run, slower one, angled across, guides it to point"
45.4,1,"Udana to Paul, 1 wide, slower short one, angled across this time, he tries to fetch it but misses"
45.3,0,"Udana to Paul, no run, fuller on the stumps this time, defended back to the bowler"
45.2,4,"Udana to Paul, FOUR runs, short one, uncomfortably handled, gets the top edge over the keeper for four, though"
45.1,7,"Udana to Hope, OUT, Udana strikes again!Another slower full one on the stumps, dipped quite late as Hope was shaping to sweep, misses the bat, takes a bit of the back pad and rolls back on to the stumps. Good knock but timely wicket again for Sri Lanka"
44.6,4,"Pradeep to Holder, FOUR runs, slower one, Holder makes room and blasts this over extra cover, couple of bounces and into the boundary"
44.5,1,"Pradeep to Hope, 1 run, in the blockhole around off, squeezed away into the off side for a single"
44.4,1,"Pradeep to Holder, 1 run, low full toss on middle, pushed to long-on for one"
44.3,1,"Pradeep to Hope, 1 run, full and angling in as he makes room, pushes it to long-on for one"
44.2,0,"Pradeep to Hope, no run, short one, he dances down the track but is surprised by the length and has to let it through to the keeper"
44.1,0,"Pradeep to Hope, no run, length and angling in, cramping him, as he pushes it into the leg side"
43.6,1,"Sandakan to Hope, 1 run, full on the pads, nudged into the leg side for one"
43.5,1,"Sandakan to Holder, 1 run, full on middle, pushed to long-on for one"
43.4,0,"Sandakan to Holder, no run, flatter around middle, Holder goes back and nudges it into the leg side"
43.3,1,"Sandakan to Hope, 1 run, full on the pads, tucked away through square leg for one"
43.2,4,"Sandakan to Hope, FOUR runs, fuller this time and Hope skips down the wicket, gets to the pitch and chips it towards deep midwicket for another four"
43.1,4,"Sandakan to Hope, FOUR runs, short outside off, looked like the googly, rocks back and lifts this in front of square and beats long-on diving to his right"
42.6,1,"Pradeep to Hope, 1 run, length and angled in, Hope works it away for a single to deep square leg this time"
